startRun:1
10	1	15:58:41
26	1	15:59:06
24	1	15:59:29
NULL	NULL	15:59:37
16	1	15:59:46
25	1	15:59:55
29	1	16:00:27
27	1	16:00:35
30	1	16:00:50
25	1	16:00:59
26	1	16:02:20
25	1	16:02:33
24	1	16:02:42
27	1	16:02:52
NULL	NULL	16:03:04
endRun:1
startRun:2
1	1	12:37:00
5	1	12:37:19
NULL	NULL	12:37:35
NULL	NULL	12:37:50
4	1	12:38:05
4	1	13:23:08
5	1	13:24:53
NULL	NULL	13:24:57
endRun:2
startRun:3
23	1	13:55:00
23	1	13:55:07
26	1	NULL
NULL	2	13:55:17
23	1	13:55:24
26	1	13:55:30
NULL	2	13:55:44
NULL	NULL	13:56:01
20	1	NULL
17	1	13:56:42
16	1	13:56:52
NULL	2	NULL
11	1	13:57:00
9	1	NULL
15	1	13:57:11
NULL	2	NULL
18	1	13:57:22
NULL	2	13:57:30
NULL	3	NULL
21	1	NULL
NULL	2	13:57:58
NULL	3	NULL
NULL	5	13:58:06
6	1	13:58:38
2	1	13:58:51
NULL	2	NULL
NULL	3	13:59:02
4	1	NULL
8	1	NULL
9	1	13:59:19
NULL	2	13:59:22
NULL	3	13:59:26
NULL	4	13:59:40
2	1	13:00:05
13	1	14:01:28
10	1	14:01:41
13	1	NULL
NULL	2	14:01:47
NULL	3	NULL
NULL	4	NULL
15	1	NULL
16	1	14:02:24
NULL	2	NULL
NULL	3	NULL
15	1	14:02:34
NULL	2	NULL
28	1	14:03:26
22	1	14:03:34
26	1	NULL
23	1	NULL
17	1	NULL
14	1	NULL
NULL	2	14:04:02
25	1	NULL
4	1	14:05:20
NULL	NULL	14:05:28
4	1	14:07:01
5	1	14:07:08
NULL	2	NULL
NULL	3	NULL
NULL	NULL	14:07:29
2	1	14:32:17
4	1	14:32:25
2	1	14:32:30
NULL	2	NULL
3	1	14:32:40
NULL	2	NULL
1	1	14:33:12
NULL	2	NULL
9	1	14:33:38
NULL	2	NULL
NULL	3	NULL
12	1	14:33:54
NULL	NULL	14:34:12
28	1	NULL
NULL	2	14:34:25
25	1	NULL
27	1	NULL
NULL	2	14:34:57
23	1	NULL
24	1	14:35:05
NULL	NULL	14:35:15
21	1	NULL
NULL	2	14:35:43
NULL	1	NULL
NULL	3	14:35:53
15	1	NULL
NULL	2	14:36:02
NULL	NULL	14:36:10
16	1	14:37:36
NULL	2	NULL
19	1	14:37:46
NULL	2	NULL
28	1	14:37:54
NULL	2	NULL
NULL	3	NULL
26	1	14:38:17
6	1	14:39:01
NULL	NULL	15:47:00
13	1	15:51:52
NULL	2	NULL
NULL	3	15:52:07
NULL	4	NULL
NULL	NULL	15:52:20
9	1	15:59:07
NULL	NULL	15:59:37
NULL	2	NULL
NULL	3	16:00:26
NULL	4	NULL
NULL	5	16:00:45
NULL	4	NULL
11	1	NULL
NULL	2	16:01:07
24	1	NULL
NULL	2	16:01:23
25	1	NULL
NULL	2	16:01:34
NULL	3	NULL
NULL	2	NULL
20	1	NULL
24	1	NULL
26	1	NULL
28	1	16:02:04
NULL	2	NULL
21	1	NULL
26	1	NULL
NULL	2	16:02:25
NULL	3	16:02:33
NULL	2	NULL
NULL	NULL	16:02:40
21	1	NULL
15	1	16:02:54
NULL	2	NULL
NULL	3	16:03:03
NULL	2	NULL
14	1	NULL
11	1	NULL
NULL	2	16:03:30
NULL	2	NULL
6	1	NULL
NULL	2	16:03:43
NULL	3	NULL
18	1	NULL
NULL	2	16:03:51
21	1	NULL
9	1	NULL
8	1	16:04:03
NULL	2	16:04:06
6	1	NULL
NULL	2	16:04:13
2	1	16:04:17
NULL	2	NULL
NULL	3	NULL
NULL	4	NULL
5	1	16:04:48
NULL	2	NULL
NULL	3	NULL
6	1	NULL
3	1	NULL
6	1	16:04:44
2	1	NULL
NULL	2	16:04:57
1	1	NULL
4	1	16:05:05
1	1	16:05:08
NULL	2	NULL
2	1	16:05:20
NULL	2	16:05:39
3	1	NULL
6	1	NULL
1	1	NULL
NULL	2	16:05:59
18	1	16:06:24
24	1	16:06:33
NULL	2	NULL
25	1	16:06:41
23	1	16:06:44
17	1	16:06:51
16	1	16:07:09
NULL	2	NULL
NULL	3	NULL
19	1	16:07:26
16	1	NULL
19	1	16:07:36
NULL	2	16:07:40
28	1	16:07:47
21	1	16:08:01
NULL	2	NULL
12	1	16:08:39
NULL	2	NULL
11	1	NULL
9	1	NULL
NULL	2	16:08:51
NULL	3	NULL
8	1	NULL
5	1	NULL
NULL	2	16:09:05
2	1	16:09:08
5	1	16:09:19
2	1	NULL
6	1	16:09:27
4	1	16:09:39
NULL	2	NULL
NULL	1	NULL
7	1	NULL
NULL	2	16:09:54
NULL	3	NULL
13	1	NULL
NULL	2	16:10:04
NULL	3	NULL
15	1	NULL
NULL	2	16:10:13
10	1	16:10:24
13	1	16:10:48
14	1	16:10:53
16	1	NULL
17	1	16:11:05
NULL	2	NULL
NULL	3	16:11:20
20	1	NULL
28	1	NULL
NULL	2	16:11:34
NULL	3	NULL
NULL	NULL	16:11:47
17	1	NULL
NULL	2	16:12:00
NULL	3	NULL
4	1	16:12:11
6	1	NULL
NULL	2	16:12:30
2	1	NULL
3	1	16:12:42
27	1	16:13:00
NULL	2	NULL
NULL	3	NULL
18	1	16:13:40
NULL	2	NULL
24	1	16:14:10
28	1	16:16:03
NULL	2	NULL
18	1	16:17:04
17	1	NULL
NULL	2	16:17:08
9	1	NULL
NULL	2	16:17:17
NULL	3	16:17:37
endRun:3
startRun:4
6	1	11:54:49
2	1	11:56:22
3	1	11:57:29
6	1	11:58:01
9	1	11:58:03
4	1	11:58:43
5	1	11:58:57
1	1	11:59:08
10	1	11:59:46
1	1	12:00:06
4	1	13:00:15
1	1	13:00:23
2	1	13:00:36
6	1	13:00:52
9	1	13:00:56
NULL	NULL	12:09:00
NULL	NULL	12:46:00
10	1	12:46:18
9	1	12:46:44
5	1	13:00:01
4	1	13:00:05
NULL	NULL	13:00:53
10	1	13:01:06
8	1	13:01:32
5	1	13:02:00
4	1	13:02:07
2	1	13:02:24
7	1	13:02:38
4	1	13:03:05
10	1	13:03:12
3	1	13:51:11
9	1	13:51:25
10	1	13:52:30
10	1	13:52:57
9	1	13:54:05
6	1	13:54:13
2	1	13:54:47
3	1	13:56:20
8	1	13:56:21
4	1	13:56:34
10	1	13:56:47
2	1	13:58:40
4	1	14:00:42
NULL	NULL	14:15:00
4	1	14:15:00
NULL	NULL	14:15:26
5	1	14:15:57
8	1	14:16:07
6	1	14:16:20
9	1	14:16:42
10	1	14:16:52
6	1	14:17:25
5	1	14:17:49
4	1	14:18:14
5	1	14:18:29
8	1	14:18:36
6	1	14:18:46
1	1	14:20:00
3	1	14:21:00
5	1	14:21:07
8	1	14:21:14
4	1	14:21:25
1	1	14:21:38
4	1	14:24:07
6	1	14:24:47
9	1	14:24:53
10	1	14:25:03
4	1	14:25:17
6	1	14:25:22
9	1	14:25:27
3	1	14:26:33
1	1	14:28:17
7	1	14:28:23
3	1	14:29:12
endRun:4
startRun:5
NULL	NULL	12:10:00
NULL	NULL	12:43:00
1	NULL	12:42:47
4	NULL	12:43:03
d	2	12:43:10
1	NULL	12:43:21
u	2	12:43:24
7	NULL	NULL
5	NULL	12:43:39
NULL	2	NULL
3	b	12:43:49
7	NULL	12:43:58
8	NULL	12:44:02
NULL	2	NULL
NULL	3	12:44:15
7	NULL	12:44:21
5	NULL	NULL
NULL	2	12:44:26
1	b	12:44:33
7	t	12:44:38
d	2	12:44:53
1	NULL	12:45:12
u	2	12:45:18
5	NULL	12:45:26
3	NULL	12:45:30
6	NULL	12:45:36
r	2	NULL
5	NULL	12:45:51
7	NULL	NULL
NULL	2	12:45:57
4	NULL	12:46:02
NULL	2	12:46:17
NULL	1	NULL
d	3	12:46:37
1	NULL	12:46:47
7	NULL	12:46:50
4	NULL	12:46:58
1	NULL	12:47:02
NULL	2	NULL
d	3	12:47:11
4	NULL	12:48:37
6	NULL	12:48:48
5	NULL	12:48:55
7	NULL	12:49:03
l	2	12:49:12
8	NULL	12:49:23
d	2	12:49:22
l	3	12:49:26
NULL	2	NULL
6	NULL	12:50:03
5	NULL	12:50:18
7	NULL	12:50:47
2	NULL	12:51:38
l	2	NULL
d	3	12:51:56
5	NULL	12:52:03
1	NULL	12:53:00
NULL	2	NULL
7	NULL	12:53:06
7	NULL	12:53:26
8	NULL	12:53:29
6	NULL	12:53:23
2	b	12:53:45
u	2	12:53:48
1	b	12:53:52
1	t	12:55:02
5	NULL	12:55:20
1	NULL	12:55:22
u	2	NULL
l	3
r	2
2	NULL	12:55:26
u	2	12:55:38
l	3	12:55:42
NULL	2	NULL
3	b	12:56:04
6	t	12:56:09
NULL	2	NULL
1	NULL	12:56:31
r	2	NULL
7	t	12:56:41
1	NULL	12:57:07
NULL	NULL	14:00:00
NULL	NULL	14:30:00
endRun:5
startRun:6
NULL	NULL	12:29:00
14	NULL	12:29:30
d	2	NULL
11	NULL	NULL
u	2	12:29:43
NULL	3	NULL
8	NULL	12:29:55
7	NULL	NULL
4	NULL	NULL
u	2	12:30:05
5	b	NULL
u	2	12:30:12
9	b	NULL
6	t	12:30:21
11	NULL	NULL
NULL	2	12:31:01
NULL	1
NULL	2	12:31:49
1	NULL	12:34:46
12	NULL	12:36:46
d	2	NULL
15	NULL	NULL
14	NULL	12:36:59
10	NULL	NULL
u	2	12:37:05
NULL	3	NULL
11	NULL	NULL
9	NULL	NULL
6	NULL	12:37:20
NULL	2	NULL
8	NULL	NULL
7	NULL	12:37:32
5	NULL	NULL
NULL	2	12:37:37
9	NULL	12:37:44
l	2	NULL
11	t	NULL
6	t	NULL
NULL	2	12:38:03
9	NULL	NULL
5	b	12:38:18
1	t	NULL
NULL	2	12:38:31
NULL	3	NULL
3	NULL	NULL
5	NULL	12:39:14
14	NULL	12:39:44
u	2	NULL
13	NULL	12:39:54
NULL	2	NULL
10	NULL	12:40:17
r	2	12:40:24
11	t	NULL
u	2	12:40:36
11	NULL	12:40:44
7	NULL	NULL
2	b	12:41:10
u	2	NULL
7	m	NULL
4	NULL	12:41:33
10	NULL	NULL
13	NULL	NULL
14	t	12:42:00
NULL	2	NULL
7	NULL	12:42:18
2	NULL	12:42:25
7	NULL	12:42:45
6	NULL	NULL
NULL	2	12:42:54
NULL	NULL	12:44:00
NULL	NULL	13:00:00
3	NULL	14:00:12
7	NULL	14:00:30
12	NULL	14:00:56
5	NULL	NULL
2	NULL	14:01:01
NULL	2	NULL
12	NULL	NULL
7	NULL	14:07:44
NULL	NULL	14:15:00
NULL	NULL	14:38:00
3	NULL	14:38:36
8	NULL	14:38:50
u	2	NULL
9	NULL	NULL
NULL	2	14:39:07
NULL	3	NULL
8	NULL	14:39:28
11	t	14:39:33
14	NULL	NULL
u	2	14:39:40
NULL	3	NULL
15	NULL	14:39:48
10	NULL	NULL
14	NULL	NULL
10	NULL	14:40:04
l	2	14:40:07
13	t	NULL
d	2	14:40:15
10	NULL	NULL
NULL	2	14:40:27
15	NULL	14:40:30
7	NULL	NULL
6	NULL	14:40:41
NULL	2	NULL
5	NULL	NULL
NULL	2	14:41:36
d	3	14:41:10
2	NULL	14:41:22
NULL	2	14:41:30
2	NULL	14:42:55
3	NULL	14:48:42
NULL	NULL	14:53:00
NULL	NULL	15:05:00
1	NULL	15:9:11
2	NULL	NULL
7	NULL	15:9:27
14	NULL	NULL
13	NULL	15:9:33
endRun:6
startRun:7
3	t	11:47:50
5	b	11:48:03
NULL	2	NULL
NULL	3	NULL
NULL	4	NULL
7	b	11:48:21
7	NULL	11:48:36
d	2	NULL
8	NULL	11:48:58
6	b	11:49:06
4	NULL	NULL
6	NULL	NULL
NULL	2	11:49:20
3	NULL	NULL
12	NULL	11:49:44
d	2	NULL
10	NULL	NULL
13	NULL	11:50:00
u	2	NULL
u	3	NULL
1	b	11:50:14
1	NULL	11:56:15
13	NULL	11:56:39
NULL	2	NULL
7	NULL	NULL
6	NULL	11:56:52
d	2	NULL
3	NULL	11:57:07
u	2	NULL
1	NULL	11:57:19
r	2	NULL
3	NULL	11:57:30
5	NULL	11:57:45
NULL	NULL	12:05:00
3	NULL	12:05:11
4	NULL	12:05:45
d	2	NULL
2	NULL	NULL
NULL	2	12:05:54
u	3	NULL
7	NULL	12:07:28
d	2	NULL
u	3	NULL
10	NULL	NULL
4	NULL	12:07:54
r	2	NULL
u	3	12:08:04
NULL	4	NULL
2	NULL	12:08:12
6	NULL	12:09:20
9	NULL	12:09:27
NULL	2	NULL
NULL	3	NULL
5	NULL	NULL
3	NULL	12:09:45
NULL	2	NULL
NULL	3	12:09:53
12	NULL	12:10:16
10	NULL	NULL
NULL	2	NULL
2	NULL	12:10:29
3	NULL	12:10:33
NULL	2	NULL
6	NULL	12:11:30
5	NULL	12:11:34
7	NULL	NULL
8	t	12:11:42
6	t	NULL
2	NULL	12:11:48
14	NULL	12:11:56
d	2	NULL
l	3	NULL
15	NULL	12:12:08
NULL	2	NULL
d	3	NULL
12	NULL	12:14:66
NULL	2	NULL
NULL	3	NULL
10	NULL	12:15:16
13	NULL	12:15:28
NULL	2	NULL
l	3	NULL
d	4	NULL
14	NULL	12:15:33
u	2	NULL
15	NULL	12:16:05
15	NULL	12:16:13
d	2	NULL
9	NULL	12:16:20
3	NULL	12:16:26
u	2	NULL
3	NULL	12:19:45
NULL	NULL	14:08:00
9	NULL	14:08:18
NULL	2	NULL
NULL	3	NULL
9	NULL	14:10:20
2	NULL	14:15:40
5	NULL	14:15:53
14	NULL	14:20:27
15	NULL	14:20:29
NULL	2	NULL
NULL	3	NULL
NULL	4	NULL
14	m	14:20:47
12	NULL	NULL
10	NULL	14:20:55
NULL	2	NULL
13	NULL	NULL
7	NULL	14:21:04
5	NULL	NULL
NULL	2	14:21:16
2	NULL	NULL
NULL	2	14:21:24
u	3	NULL
3	NULL	14:21:33
NULL	2	NULL
7	t	14:21:46
d	2	NULL
11	NULL	NULL
NULL	2	14:21:55
9	b	14:22:15
u	2	NULL
d	3	NULL
r	4	NULL
6	NULL	NULL
5	t	14:22:47
8	NULL	NULL
NULL	2	14:23:01
10	NULL	14:23:18
13	NULL	NULL
10	NULL	14:23:25
8	NULL	NULL
u	2	14:23:43
NULL	NULL	14:30:00
10	NULL	14:30:15
1	NULL	14:30:55
9	NULL	14:31:04
NULL	2	NULL
9	NULL	14:31:26
NULL	2	NULL
NULL	3	NULL
15	NULL	14:31:40
u	2	NULL
14	NULL	NULL
NULL	2	14:31:49
13	NULL	NULL
14	NULL	14:32:00
14	NULL	14:34:07
6	NULL	14:35:23
5	NULL	NULL
9	NULL	14:35:39
NULL	2	NULL
NULL	3	NULL
6	NULL	14:35:52
3	NULL	NULL
NULL	2	NULL
2	t	14:36:04
u	2	14:36:20
8	NULL	14:36:30
d	2	NULL
r	3	14:36:39
5	NULL	NULL
d	2	14:36:44
NULL	3	NULL
NULL	4	NULL
8	NULL	NULL
10	NULL	14:37:02
8	NULL	NULL
u	2	NULL
10	NULL	NULL
13	NULL	14:37:15
d	2	NULL
11	NULL	14:37:25
NULL	2	NULL
13	NULL	14:38:16
10	NULL	NULL
7	NULL	14:38:22
NULL	2	NULL
NULL	1	NULL
8	NULL	14:38:32
6	NULL	14:38:38
NULL	2	NULL
3	NULL	NULL
NULL	2	14:38:51
NULL	3	NULL
15	NULL	14:39:02
d	2	NULL
NULL	3	NULL
NULL	4	14:39:16
11	b	14:39:26
NULL	2	NULL
NULL	3	NULL
NULL	4	14:39:42
13	NULL	NULL
NULL	2	14:39:45
14	NULL	NULL
NULL	2	14:39:58
NULL	3	NULL
NULL	2	14:40:12
15	b	14:40:16
r	2	NULL
d	3	14:40:34
12	NULL	14:40:39
NULL	2	NULL
8	t	14:40:46
5	NULL	NULL
NULL	2	NULL
5	b	14:41:20
NULL	2	NULL
endRun:7
startRun:8
5	NULL	12:22:05
4	NULL	NULL
7	NULL	12:22:35
4	NULL	12:22:45
7	NULL	NULL
2	NULL	12:23:42
6	NULL	12:24:38
3	NULL	12:24:44
6	NULL	12:25:12
4	NULL	12:25:17
7	NULL	12:25:30
3	NULL	12:28:28
4	NULL	12:28:58
6	NULL	12:29:10
3	NULL	12:30:18
8	NULL	12:31:41
5	NULL	12:32:08
4	NULL	12:32:35
2	NULL	12:33:06
8	NULL	12:34:50
6	NULL	12:36:56
8	NULL	12:37:01
7	NULL	12:37:30
3	NULL	12:37:38
NULL	NULL	12:39:00
8	NULL	12:45:00
5	NULL	12:45:05
4	NULL	12:45:15
1	NULL	12:45:25
2	NULL	12:45:41
8	NULL	12:45:50
4	NULL	12:50:28
3	NULL	12:53:14
6	NULL	12:53:17
3	NULL	12:53:44
6	NULL	12:54:01
5	NULL	12:54:05
4	NULL	12:54:15
8	NULL	12:55:08
5	NULL	12:55:24
7	NULL	12:55:27
2	NULL	12:55:40
NULL	NULL	14:04:00
7	NULL	14:12:43
6	NULL	14:13:06
4	NULL	14:49:46
5	NULL	14:50:30
7	NULL	14:50:36
1	NULL	14:50:50
3	NULL	14:50:58
6	NULL	14:51:28
3	NULL	14:51:40
endRun:8
startRun:9
6	NULL	11:52:52
l	2	11:53:08
NULL	3	11:53:10
NULL	1	NULL
NULL	2	11:53:19
NULL	3	11:53:27
NULL	1	NULL
3	NULL	11:53:37
NULL	2	11:53:41
NULL	1	NULL
r	2	11:53:55
r	3	11:53:58
2	b	11:54:16
u	2	11:54:20
NULL	1	NULL
r	3	11:54:29
NULL	2	NULL
NULL	3	NULL
5	b	11:54:43
r	2	11:54:49
u	3	NULL
NULL	1	NULL
2	b	11:55:03
NULL	2	NULL
1	NULL	11:55:09
l	2	11:55:18
l	3	NULL
r	2	NULL
r	1	11:55:25
r	3	NULL
r	2	NULL
4	b	11:55:27
lu	2	11:55:41
NULL	1	NULL
NULL	2	NULL
u	3	11:55:48
5	t	11:55:51
d	2	NULL
2	b	11:55:58
1	NULL	NULL
NULL	2	11:56:03
NULL	1	NULL
NULL	3	11:56:10
4	NULL	NULL
NULL	2	11:56:15
NULL	1	NULL
NULL	3	11:56:19
NULL	1	NULL
1	NULL	11:56:25
1	NULL	11:56:33
NULL	2	NULL
NULL	3	NULL
4	b	11:56:39
u	2	NULL
u	3	NULL
5	b	11:56:45
u	2	NULL
d	3	11:56:50
3	b	11:56:56
ur	2	NULL
r	3	11:57:03
6	NULL	11:57:14
3	NULL	11:57:16
NULL	2	NULL
1	NULL	11:57:31
NULL	2	NULL
NULL	3	NULL
5	t	11:57:37
r	2	11:57:42
3	NULL	11:57:45
1	NULL	NULL
5	NULL	12:50:27
2	b	12:50:36
lu	2	NULL
l	3	12:50:45
3	NULL	12:50:55
6	b	12:51:12
lu	2	12:51:17
NULL	1	NULL
r	3	12:51:28
5	b	12:51:39
ul	2	NULL
4	b	12:51:48
r	2	NULL
ur	3	12:51:55
NULL	1	12:52:04
5	NULL	12:52:07
3	b	12:52:15
ul	NULL	12:52:18
l	NULL	12:52:21
6	NULL	12:52:28
l	2	12:52:32
5	NULL	NULL
4	NULL	NULL
u	2	12:52:41
1	b	12:52:45
lu	NULL	12:52:51
2	NULL	12:52:57
l	NULL	NULL
l	NULL	12:53:03
3	NULL	12:53:09
ul	NULL	12:53:12
6	b	12:53:23
ul	NULL	NULL
l	NULL	12:53:30
5	NULL	12:53:34
ru	NULL	12:53:39
ru	NULL	12:53:48
4	t	12:53:52
6	b	12:53:58
ul	NULL	NULL
1	NULL	12:54:06
r	NULL	12:54:12
r	NULL	12:54:17
3	b	12:54:21
ul	NULL	12:54:24
1	NULL	NULL
4	NULL	12:54:35
ur	NULL	12:54:38
dr	NULL	12:54:43
5	NULL	12:54:48
l	NULL	12:54:52
l	NULL	NULL
6	NULL	12:55:01
ul	NULL	12:55:04
l	NULL	12:55:07
3	NULL	12:55:12
r	NULL	12:55:14
2	NULL	12:55:23
r	NULL	12:55:26
r	NULL	12:55:29
5	NULL	12:55:34
lu	NULL	12:55:41
1	NULL	12:55:50
ul	NULL	12:55:52
4	NULL	NULL
r	NULL	12:55:58
1	NULL	12:56:07
4	NULL	12:56:27
6	NULL	12:56:45
l	NULL	12:56:50
l	NULL	12:56:53
r	NULL	NULL
3	t	12:57:04
dr	NULL	5712
NULL	1	12:57:16
2	NULL	12:57:20
5	NULL	12:57:39
ur	NULL	12:57:42
r	NULL	12:57:46
1	NULL	12:57:56
r	NULL	12:57:59
2	NULL	12:58:06
3	NULL	12:58:11
5	NULL	14:28:54
NULL	NULL	14:29:30
ul	NULL	14:30:15
4	b	14:34:18
4	NULL	14:32:22
2	NULL	14:34:05
ul	NULL	NULL
l	NULL	14:34:09
NULL	1	14:34:12
3	NULL	14:34:16
l	NULL	NULL
l	NULL	14:34:34
NULL	1	14:34:42
2	NULL	14:34:46
NULL	2	14:34:58
5	NULL	NULL
4	b	14:35:05
NULL	2	NULL
5	t	14:35:58
l	NULL	NULL
2	t	14:36:05
dr	NULL	14:36:19
NULL	1	NULL
3	NULL	14:36:24
NULL	2	NULL
l	3	14:36:37
6	NULL	14:36:43
l	2	14:37:08
l	3	14:37:22
NULL	1	NULL
NULL	2	14:37:34
NULL	1	NULL
4	t	14:37:54
d	2	14:37:59
NULL	3	NULL
NULL	1	14:38:03
1	NULL	NULL
l	2	14:38:11
l	NULL	NULL
NULL	1	14:38:19
2	NULL	NULL
NULL	2	14:38:26
NULL	3	NULL
3	NULL	14:38:35
l	2	NULL
1	NULL	14:38:50
r	2	14:38:54
endRun:9
startRun:10
NULL	NULL	12:00:00
3	NULL	12:00:02
u	2	NULL
d	3	12:00:21
u	3	12:00:38
d	4	12:00:42
u	5	12:01:03
2	b	12:01:09
r	2	12:01:14
u	3	12:01:18
r	4	NULL
2	t	12:02:00
5	b	12:03:04
r	2	12:04:03
r	4	NULL
u	4	12:04:03
d	1	NULL
NULL	4	12:04:18
l	3	NULL
2	NULL	12:04:27
l	2	12:04:33
r	3	NULL
r	4	NULL
3	b	12:04:42
u	2	NULL
1	b	12:08:16
2	b	12:12:54
u	2	NULL
3	NULL	12:13:01
4	b	12:14:22
u	2	NULL
NULL	1	12:14:29
3	NULL	12:14:34
u	2	12:14:50
ld	3	12:14:56
3	NULL	12:34:33
NULL	2	NULL
u	3	12:34:37
5	b	12:34:42
l	2	12:34:50
u	3	12:34:56
l	4	12:35:01
l	3	12:35:07
2	b	12:35:15
r	2	NULL
1	b	12:35:23
u	2	12:35:28
l	3	12:35:50
l	4	12:36:06
4	b	12:36:14
u	2	12:36:17
dl	NULL	12:36:21
ul	NULL	12:36:24
2	m	12:36:35
dr	NULL	NULL
r	NULL	12:36:40
r	NULL	12:36:49
3	t	12:36:54
d	NULL	NULL
r	NULL	12:37:11
l	NULL	NULL
d	NULL	12:37:15
3	NULL	12:39:38
NULL	2	NULL
d	3	12:40:12
2	m	12:40:17
4	NULL	12:40:22
5	NULL	14:09:35
NULL	2	NULL
NULL	3	14:09:43
2	NULL	14:09:46
NULL	2	NULL
l	3	NULL
1	b	14:09:56
ul	NULL	NULL
4	NULL	14:10:01
r	2	NULL
1	NULL	14:10:11
r	2	NULL
ur	3	14:10:16
NULL	2	14:10:18
NULL	1	NULL
4	NULL	14:10:25
ul	NULL	14:10:27
dl	NULL	14:10:31
dl	NULL	14:10:33
5	t	14:10:38
3	t	14:10:42
dr	NULL	14:10:45
4	NULL		NULL
ul	NULL	14:10:50
dl	NULL	14:10:53
1	NULL	14:10:56
ul	NULL	NULL
dl	NULL	NULL
2	t	14:11:05
l	NULL	NULL
1	NULL	14:11:11
dl	NULL	14:11:15
3	b	14:11:22
ur	NULL	14:11:25
ur	NULL	NULL
dr	NULL	NULL
NULL	1	NULL
ur	NULL	14:11:38
dr	NULL	NULL
ul	NULL	14:11:48
3	NULL	14:11:56
4	NULL	14:12:17
ul	NULL	NULL
l	NULL	14:12:19
r	NULL	NULL
2	NULL	14:12:23
ur	NULL	NULL
ld	NULL	14:12:39
5	NULL	14:12:42
ul	NULL	NULL
3	NULL	14:12:55
r	NULL	14:13:00
dr	NULL	14:13:06
l	NULL	14:13:12
dl	NULL	14:13:16
4	NULL	14:13:25
ul	NULL	14:13:27
r	NULL	14:13:32
dr	NULL	14:13:37
ul	NULL	14:13:43
1	b	14:13:54
u	NULL	14:13:57
dl	NULL	14:14:04
lu	NULL	14:14:08
2	NULL	14:14:16
r	NULL	14:14:20
ur	NULL	14:14:25
