'Plant'	'Type'	'Array'	'# Healthy Seeds'	'Aborted'	'Ovules'	'Additional Comments'	'Predicted Plant #'
'F'	'W'	34	21	0	8		51
'F'	'W'	34	18	1	4		51
'F'	'W'	39	0	26	0		51
'F'	'W'	34	3	0	11		51
70	'T'	13	28	1	0		
70	'T'	13	21	2	2		
70	'T'	13	24	0	0		
'78 (?)'	'W'	17	29	4	4		78
'78 (?)'	'W'	17	38	0	2		78
56	'T'	11	23	3	0		
56	'T'	11	24	6	1		
56	'T'	11	'28/'	0	0		
56	'T'	11	28	0	0		
56	'W'	11	22	2	0		
'78 (?)'	'W'	28	24	3	2		78
'78 (?)'	'W'	28	11	6	7		78
'78 (?)'	'W'	28	0	25	1		78
'78 (?)'	'W'	14	25	12	0		78
'78 (?)'	'W'	26	32	3	3		78
'78 (?)'	'W'	26	30	2	2		78
'13 or 73 (?)'	'W'	34	16	9	4		41
'13 or 73 (?)'	'W'	34	20	7	4		41
'13 or 73 (?)'	'W'	34	30	3	4		41
'13 or 73 (?)'	'W'	34	23	4	3		41
'13 or 73 (?)'	'W'	34	22	9	1		41
93	'T'	19	12	12	2		
93	'T'	19	9	9	4		
93	'T'	19	12	11	7		
93	'T'	19	11	7	11		
93	'T'	19	13	5	7		
'78 (?)'	'W'	35	26	3	3		78
'78 (?)'	'W'	35	36	0	1		78
'78 (?)'	'W'	35	7	5	16		78
'78 (?)'	'W'	37	29	2	1		78
71	'W'	29	36	1	2		
71	'W'	32	24	0	8		
71	'W'	37	15	14	0		
71	'W'	35	26	3	4		
71	'W'	35	27	4	2		
71	'W'	35	28	4	2		
71	'W'	13	22	9	0		
71	'W'	13	28	1	1		
71	'W'	13	13	6	11		
71	'W'	39	0	15	0		
71	'W'	39	0	28	0		
106	'W'	37	5	9	10		
106	'W'	33	22	2	6		
106	'W'	33	16	10	5		
106	'W'	28	1	2	19		
106	'W'	28	17	7	3		
106	'W'	28	9	3	10		
106	'W'	28	24	6	4		
106	'W'	28	24	3	2		
106	'W'	32	14	12	2		
106	'W'	39	0	28	0		
'H'	'W'	28	21	4	5		
'H'	'W'	28	22	5	1		
'H'	'W'	28	20	0	6		
'H'	'W'	28	20	3	7		
'H'	'W'	28	25	4	0		
'H'	'W'	36	8	15	3		
'H'	'W'	36	20	9	0		
'H'	'W'	25	26	6	2		
'H'	'W'	25	26	4	1		
'H'	'W'	25	21	6	6		
94	'W'	26	35	2	0		
94	'W'	26	30	2	0		
94	'W'	26	32	2	0		
53	'W'	11	19	15	1		
53	'W'	11	21	11	1		
53	'W'	11	24	6	0		
53	'W'	11	26	6	1		
53	'W'	11	27	6	0		
53	'W'	28	0	30	2		
53	'W'	28	0	15	0		
53	'W'	25	16	5	11		
53	'W'	25	19	4	3		
53	'W'	36	28	2	3		
53	'W'	36	24	4	5		
53	'W'	28	29	2	3		
53	'W'	28	29	3	4		
53	'W'	28	27	4	4		
53	'W'	37	23	4	1		
53	'W'	31	6	2	23		
53	'W'	31	13	13	5		
53	'W'	31	22	4	3		
53	'W'	31	37	0	2		
53	'W'	31	13	12	9		
63	'W'	32	10	15	3		
104	'T'	20	26	9	5		
66	'T'	33	17	6	6		
66	'T'	33	23	7	4		
66	'T'	33	2	4	11		
66	'T'	28	26	3	4		
66	'T'	28	16	1	6		
66	'T'	28	24	3	5		
66	'T'	28	29	1	4		
104	'T'	36	0	32	2		
104	'T'	36	34	2	2		
104	'T'	36	30	5	3		
104	'T'	36	0	25	'-'	'Seed pod damaged'	
52	'T'	34	24	1	2		
52	'T'	34	20	9	0		
52	'T'	34	14	12	1		
52	'T'	34	14	5	5		
100	'T'	37	26	7	0		
100	'T'	35	21	8	2		
100	'T'	35	29	4	1		
100	'T'	32	26	5	2		
100	'T'	29	29	4	3		
100	'T'	26	20	9	2		
100	'T'	26	34	1	0		
100	'T'	26	25	0	4		
100	'T'	25	32	1	3		
100	'T'	25	26	5	1		
100	'T'	25	32	3	1		
'7 (?)'	'W'	25	9	1	16		78
'7 (?)'	'W'	25	6	1	10		78
'F'	'W'	37	16	8	10		51
'7 (?)'	'W'	13	26	1	9		78
'7 (?)'	'W'	13	34	4	0		78
'7 (?)'	'W'	13	29	1	1		78
'7 (?)'	'W'	17	24	2	10		78
'7 (?)'	'W'	17	32	5	1		78
'7 (?)'	'W'	17	30	4	2		78
'7 (?)'	'W'	25	10	11	13		78
'7 (?)'	'W'	25	12	4	14		78
'7 (?)'	'W'	26	25	6	6		78
'7 (?)'	'W'	26	30	4	2		78
'7 (?)'	'W'	26	30	4	1		78
'7 (?)'	'W'	35	24	7	3		78
'7 (?)'	'W'	35	22	6	3		78
'7 (?)'	'W'	35	28	6	3		78
'7 (?)'	'W'	28	23	3	7		78
'7 (?)'	'W'	28	24	3	7		78
'7 (?)'	'W'	28	27	0	1		78
'7 (?)'	'W'	37	23	6	1		78
'7 (?)'	'W'	32	25	3	2		78
'7 (?)'	'W'	39	18	5	5		78
'7 (?)'	'W'	39	27	7	0		78
'7 (?)'	'W'	39	25	11	0		78
'7 (?)'	'W'	39	22	8	0		78
'7 (?)'	'W'	39	0	27	3		78
69	'W'	32	3	26	1		
69	'W'	37	23	2	4		
69	'W'	35	2	7	19		
69	'W'	35	28	0	4		
69	'W'	35	28	4	5		
69	'W'	39	27	4	2		
69	'W'	39	25	6	0		
69	'W'	39	26	4	1		
69	'W'	39	16	10	2		
69	'W'	28	17	2	11		
69	'W'	28	26	4	2		
69	'W'	28	31	6	3		
69	'W'	25	8	0	22		
69	'W'	25	5	4	20		
69	'W'	17	26	4	3		
69	'W'	17	27	1	1		
69	'W'	17	31	2	1		
69	'W'	13	21	2	2		
69	'W'	13	26	0	1		
69	'W'	13	26	0	0		
54	'T'	37	22	9	0		
54	'T'	29	17	2	14		
54	'T'	28	25	4	6		
54	'T'	28	29	6	6		
54	'T'	28	34	3	2		
54	'T'	28	28	2	7		
54	'T'	25	21	8	8		
54	'T'	25	17	11	14		
54	'T'	25	16	4	14		
54	'T'	21	17	4	10		
54	'T'	21	19	3	8		
54	'T'	21	15	4	3		
54	'T'	17	17	5	22		
54	'T'	17	24	3	17		
54	'T'	17	21	9	11		
54	'T'	15	19	8	4		
54	'T'	15	20	3	3		
54	'T'	15	18	6	2		
54	'T'	34	20	9	5		
54	'T'	34	19	7	6		
54	'T'	34	23	7	5		
54	'T'	34	23	6	4		
54	'T'	34	22	3	9		
'I'	'W'	16	25	5	1		87
'I'	'W'	16	27	4	2		87
'I'	'W'	16	23	5	1		87
'I'	'W'	21	22	2	11		87
'I'	'W'	21	19	2	10		87
'I'	'W'	21	26	4	3		87
'I'	'W'	17	28	6	0		87
'I'	'W'	17	28	5	2		87
'I'	'W'	17	24	5	2		87
'I'	'W'	17	30	5	0		87
'I'	'W'	28	21	4	7		87
'I'	'W'	28	25	6	2		87
'I'	'W'	28	34	4	3		87
'I'	'W'	28	17	13	11		87
	'T-'	9	15	8	4		'40 or 44'
	'T-'	9	9	12	6		'40 or 44'
	'T-'	9	14	14	1		'40 or 44'
	'W+'	3	3	3	12		'61 or 65'
	'W+'	3	17	5	3		'61 or 65'
	'W+'	3	11	1	1	'Missing half of the seed pod'	'61 or 65'
	'W+'	7	9	9	0		'61 or 65'
	'W+'	7	2	1	3	'Missing half the seed pod'	'61 or 65'
	'W+'	7	5	2	3		'61 or 65'
	'W+'	7	0	3	22		'61 or 65'
15	'T'	8	0	1	17		'61 or 65'
'32 (?)'	'W'	3	24	1	3		'30, 33, 36 or 37'
27	'T'	3	0	1	33		
27	'T'	5	0	3	21		
4	'W'	1	26	1	4		
4	'W'	4	7	1	21		
4	'W'	3	25	5	1		
4	'W'	6	9	12	6		
4	'W'	3	29	3	1		
4	'W'	6	25	9	1		
4	'W'	6	14	3	7		
4	'W'	6	1	0	20		
5	'W'	6	12	0	2		
'9 (1)'	'T'	3				'Not Measurable'	
'32 (?)'	'W'	3	21	1	5		'30, 33, 36 or 37'
9	'T'	7	9	10	7		
9	'T'	7	2	2	15		
9	'T'	1	17	3	6		
23	'T'	1	3	3	26		
2	'T'	3	7	2	13		
9	'T'	7	8	11	5		
9	'T'	7	8	12	7		
9	'T'	7	1	1	26		
'32 (?)'	'W'	3	17	6	8		'30, 33, 36 or 37'
2	'T'	3				'Not Measurable'	
38	'T'	3	29	4	1		
38	'T'	3	27	5	1		
29	'T'	3	25	10	0		
29	'T'	3	27	4	3		
29	'T'	6	9	9	5		
29	'T'	6	13	6	6		
29	'T'	3	28	1	2		
29	'T'	4	20	5	1		
29	'T'	6	18	10	3		
36	'T'	6	18	4	6		
36	'T'	6	9	2	16		
36	'T'	3	17	5	5		
36	'T'	3	20	4	0		
36	'T'	4	13	6	3		
36	'T'	3	19	6	1		
36	'T'	3	12	7	5		
36	'T'	3	20	4	4		
18	'W'	5	21	6	2		
18	'W'	7	26	1	1		
18	'W'	1	15	4	2		
18	'W'	3	26	3	1		
18	'W'	5	11	5	0		
18	'W'	7	37	4	'-'	'Internal membrane is damaged'	
18	'W'	7	21	2	0		
18	'W'	3	27	7	0		
18	'W'	1	20	0	5		
'32 (?)'	'W+'	3	28	5	1		'30, 33, 36 or 37'
28	'W'	3	26	3	1		
28	'W'	10	18	10	3		
28	'W'	5	1	6	5		
13	'T'	5	12	19	5		
13	'T'	36	24	3	2		
67	'W'	33	16	1	10		
67	'W'	28	35	1	0		
67	'W'	38	0	30	'-'	'Internal membrane is damaged'	
67	'W'	38	0	31	'-'	'Internal membrane is damaged'	
67	'W'	37	16	14	1		
67	'W'	33	25	4	1		
67	'W'	28	25	2	7		
67	'W'	28	34	3	5		
67	'W'	36	29	3	1		
67	'W'	13	28	5	0		
67	'W'	13	23	7	1		
67	'W'	13	27	6	0		
67	'W'	17	32	1	2		
67	'W'	17	26	2	5		
67	'W'	17	29	6	2		
67	'W'	33	21	1	11		
18	'W'	3	26	5	0		
67	'W'	36	24	7	4		
67	'W'	28	27	4	1		
67	'W'	25	26	3	7		
67	'W'	25	24	1	10		
14	'W'	6	20	4	6		
14	'W'	1	20	2	7		
14	'W'	3	28	2	1		
14	'W'	3	2	0	28		
14	'W'	3	27	2	'-'	'Internal membrane is damaged'	
14	'W'	3	23	4	0		
15	'T'	3	0	0	26		
15	'T'	3	16	4	8		
15	'T'	3	4	8	26		
15	'T'	1	16	12	2		
15	'T'	5	3	12	5		
15	'T'	5	19	4	6		
15	'T'	3	4	10	8		
15	'T'	7	4	21	1		
15	'T'	7	0	18	'-'	'Internal membrane is damaged'	
3	'T'	6	0	9	17		
3	'T'	1	6	5	24		
3	'T'	8	0	3	28		
34	'W'	3	24	1	2		
34	'W'	3	16	0	0		
34	'W'	3	21	0	5		
34	'W'	7	18	3	2		
34	'W'	7	9	5	13		
34	'W'	3	27	0	1		
34	'W'	5	24	2	3		
34	'W'	7	15	2	7		
34	'W'	1	18	4	1		
34	'W'	7	17	4	2		
34	'W'	7	22	0	2		
34	'W'	5	14	3	11		
34	'W'	5	8	1	7		
34	'W'	3	20	2	2		
31	'T'	6	0	3	21		
31	'T'	7	20	8	5		
31	'T'	7	18	11	5		
21	'T'	6	9	1	'-'	'Internal membrane is damaged'	
21	'T'	6	26	1	7		
21	'T'	7	11	4	10		
21	'T'	7	16	4	6		
37	'T'	7	4	2	1		
37	'T'	7	21	4	0		
37	'T'	3	9	0	2		
37	'T'	6	10	1	1		
37	'T'	6	16	0	3		
37	'T'	7	17	0	2		
24	'W'	5	15	3	9		
24	'W'	3	7	3	21		
24	'W'	1	21	3	4		
24	'W'	3	9	7	0		
24	'W'	3	23	2	1		
24	'W'	5	26	2	0		
24	'W'	3	24	3	0		
24	'W'	7	22	7	3		
24	'W'	7	11	11	4		
24	'W'	7	17	5	5		
5	'W'	3	6	3	2		
5	'W'	3	10	4	14		
	'W'	4	3	0	23		
	'W'	1	14	3	8		
67	'W'	25	15	10	9		
67	'W'	28	15	2	7		
29	'T'	3	8	4	7		
14	'W'	6	15	4	7		
14	'W'	6	21	6	3		
28	'W'	3	20	8	1		
9	'T'	7	6	11	15		
5	'W'	7	19	12	3		
5	'W'	6	26	4	4		
5	'W'	6	21	8	1		
5	'W'	3	23	6	2		
5	'W'	1	27	4	1		
24	'W'	7	22	0	2		
24	'W'	5	24	8	1		
13	'T'	3	3	18	8		
'12 (?)'	'W'	3	12	5	0		12
'12 (?)'	'W'	3	13	5	4		12
'12 (?)'	'W'	1	16	0	2		12
' 12 (?)'	'W'	4	17	8	0		12
'12 (?)'	'W'	6	7	12	3		12
25	'T'	3	3	6	17		
25	'T'	3	6	11	11		
25	'T'	3	10	4	8		
25	'T'	3	12	4	9		
25	'T'	1	1	0	29		
38	'W'	5	19	6	3		
38	'W'	5	3	6	21		
38	'W'	3	9	'-'	'-'	'Missing half of the seed pod and the internal membrane'	
38	'W'	3	15	5	0		
2	'T'	3	6	4	23		
'12 (?)'	'W'	3	26	2	5		12
31	'T'	7	13	8	1		
31	'T'	7	11	7	5		
31	'T'	3	18	4	2		
31	'T'	5	10	10	5		
'32 (?)'	'W'	4	8	3	4		'30, 33, 36 or 37'
92	'W'	39	0	23	0		
92	'W'	25	10	4	19		
'12 (?)'	'W'	7	8	15	0		12
'12 (?)'	'W'	7	4	11	0		12
92	'W'	25	13	13	12		
'12 (?)'	'W'	7	17	3	3		12
'12 (?)'	'W'	6	3	4	10		12
'12 (?)'	'W'	7	18	13	0		12
'12 (?)'	'W'	7	22	7	0		12
'12 (?)'	'W'	7	17	9	1		12
'12 (?)'	'W'	7	14	6	5		12
	'T'	2	12	11	9		'7, 33, or 35'
	'T'	3	2	1	27		'7, 33, or 35'
	'T'	3	0	0	19		'7, 33, or 35'
	'T'	1	1	4	22		'7, 33, or 35'
32	'W'	6	21	4	0		
32	'W'	3	24	2	1		
32	'W'	1	18	2	5		
	'T'	3	1	2	33		'7, 33, or 35'
	'T'	3	1	3	30		'7, 33, or 35'
32	'W'	3	28	8	0		
32	'W'	3	30	0	1		
32	'W'	6	28	2	3		
32	'W'	6	7	10	13		
32	'W'	3	19	3	4		
31	'T'	5	8	7	0	'Internal membrane is damaged'	
31	'T'	5	13	10	2		
31	'T'	1	15	11	0		
31	'T'	7	13	12	0		
31	'T'	3	25	4	0		
31	'T'	3	22	9	0		
31	'T'	3	21	11	0		
27	'T'	3	0	3	23		
27	'T'	3	0	1	26		
27	'T'	5	0	0	24		
27	'T'	1	1	4	27		
27	'T'	1	30	2	5		
2	'T'	1	20	7	7		
2	'T'	4	5	2	15		
13	'T'	7	0	4	31		
13	'T'	7	0	0	25		
13	'T'	7	0	2	28		
13	'T'	7	0	2	28		
13	'T'	1	0	15	11	'fungus on inside of pod'	
13	'T'	7	3	8	8		
7	'T'	6	0	13	10		
7	'T'	6	0	12	11		
7	'T'	3	18	10	8		
7	'T'	3	8	8	14		
7	'T'	2	21	6	6		
7	'T'	1	0	1	33		
19	'T'	7	16	9	1		
19	'T'	7	22	9	0		
19	'T'	7	12	8	4		
19	'T'	1	8	18	1		
19	'T'	7	10	11	4		
19	'T'	7	0	10	11		
75	'W'	34	26	5	6		
26	'W'	7	20	10	3		
26	'W'	7	27	5	1		
26	'W'	7	17	2	'-'	'Internal membrane is damaged'	
26	'W'	7	18	11	2		
26	'W'	8	6	4	16		
